chunk_id,content,meta_Knowledge_Base,meta_source,meta_Main_Topic,meta_Sub_Section,meta_Sub_Sub_Section,meta_Detail_Section
73,"### Overview
Digital image correlation (DIC) techniques have been increasing in popularity, especially in micro- and nano-scale [mechanical testing] applications due to their relative ease of implementation and use. Advances in computer technology and digital cameras have been the enabling technologies for this method and while white-light optics has been the predominant approach, DIC can be and has been extended to almost any imaging technology.",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Overview,,
74,"The concept of using [cross-correlation] to measure shifts in datasets has been known for a long time, and it has been applied to digital images since at least the early 1970s. The present-day applications are almost innumerable, including [image analysis], [image compression], velocimetry, and strain estimation. Much early work in DIC in the field of mechanics was led by researchers at the [University of South Carolina] in the early 1980s and has been optimized and improved in recent years.",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Overview,,
75,"has been optimized and improved in recent years. Commonly, DIC relies on finding the maximum of the correlation array between pixel intensity array subsets on two or more corresponding images, which gives the integer translational shift between them. It is also possible to estimate shifts to a finer resolution than the resolution of the original images, which is often called ""sub-pixel"" registration because the measured shift is smaller than an integer pixel unit. For sub-pixel interpolation of",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Overview,,
76,"pixel unit. For sub-pixel interpolation of the shift, other methods do not simply maximize the correlation coefficient. An iterative approach can also be used to maximize the interpolated correlation coefficient by using non-linear optimization techniques. The non-linear optimization approach tends to be conceptually simpler and can handle large deformations more accurately, but as with most nonlinear optimization techniques, it is slower.",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Overview,,
77,"The two-dimensional discrete cross correlation  r_{ij}  can be defined in several ways, one possibility being:  
:
r_{ij} = \frac{\sum_m \sum_n [f(m+i,n+j)-\bar{f}][g(m,n)-\bar{g}]}{\sqrt{\sum_m \sum_n {[f(m,n)-\bar{f}]^2} \sum_m \sum_n {[g(m, n)-\bar{g}]^2}}}.",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Overview,,
78,"Here f(m, n) is the pixel intensity or the gray-scale value at a point (m, n) in the original image, g(m, n) is the gray-scale value at a point (m, n) in the translated image,  \bar{f}  and  \bar{g}  are mean values of the intensity matrices f and g respectively.  
However, in practical applications, the correlation array is usually computed using Fourier-transform methods, since the [fast Fourier transform] is a much faster method than directly computing the correlation.",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Overview,,
79,":  \mathbf{F} = \mathcal{F}\{f\}, \quad \mathbf{G} = \mathcal{F}\{g\}.  
Then taking the [complex conjugate] of the second result and multiplying the [Fourier transform]s together elementwise, we obtain the Fourier transform of the correlogram, \ R :  
:  R = \mathbf{F} \circ \mathbf{G}^*,",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Overview,,
80,":  R = \mathbf{F} \circ \mathbf{G}^*,  
where  \circ  is the [Hadamard product (matrices)|Hadamard product] (entry-wise product). It is also fairly common to normalize the magnitudes to unity at this point, which results in a variation called [phase correlation].  
Then the cross-correlation is obtained by applying the inverse Fourier transform:  
: \ r = \mathcal{F}^{-1}\{R\}.  
At this point, the coordinates of the maximum of  r_{ij}  give the integer shift:",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Overview,,
81,": (\Delta x, \Delta y) = \arg\max_{(i, j)}\{r\}.",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Overview,,
82,### Deformation mapping,Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Deformation mapping,,
83,"For deformation mapping, the mapping function that relates the images can be derived from comparing a set of subwindow pairs over the whole images. (Figure 1). The coordinates or grid points (xi, yj) and (xi*, yj*) are related by the translations that occur between the two images. If the deformation is small and perpendicular to the [optical axis] of the camera, then the relation between (xi, yj) and (xi*, yj*) can be approximated by a 2D [affine transformation] such as:",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Deformation mapping,,
84,": x^* = x + u + \frac{\partial u}{\partial x}\Delta x + \frac{\partial u}{\partial y}\Delta y,
: y^* = y + v + \frac{\partial v}{\partial x}\Delta x + \frac{\partial v}{\partial y}\Delta y.",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Deformation mapping,,
85,"Here u and v are translations of the center of the sub-image in the X and Y directions respectively. The distances from the center of the sub-image to the point (x, y) are denoted by  \Delta x  and  \Delta y . Thus, the correlation coefficient rij is a function of displacement components (u, v) and displacement gradients
: \frac{\partial u}{\partial x},\frac{\partial u}{\partial y},\frac{\partial v}{\partial x},\frac{\partial v}{\partial y}.  
Basic concept of deformation mapping by DIC",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Deformation mapping,,
86,"DIC has proven to be very effective at mapping deformation in macroscopic mechanical testing, where the application of specular markers (e.g. paint, toner powder) or surface finishes from machining and polishing provide the needed contrast to correlate images well. However, these methods for applying surface contrast do not extend to the application of free-standing thin films for several reasons. First, vapor deposition at normal temperatures on semiconductor grade substrates results in",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Deformation mapping,,
87,"on semiconductor grade substrates results in mirror-finish quality films with [Root mean square|RMS] roughnesses that are typically on the order of several nanometers. No subsequent polishing or finishing steps are required, and unless electron imaging techniques are employed that can resolve microstructural features, the films do not possess enough useful surface contrast to adequately correlate images. Typically this challenge can be circumvented by applying paint that results in a random",Considers that confidence score as the weight  w_k^c  for the feature map  A_k .,C:\vibe coding\SARVQA-RAG-trae\agent\data\remote_sensing_imagery_corpus.md,Digital image correlation and tracking,Deformation mapping,,
