问题,出现总次数,出现的数据集数量,出现的数据集列表
What is the spatial relationship between the road corridor and the natural bare surfaces?,6,1,Landsat30-AU-VQA-train
What is the dominant land cover type visible in this image?,26,1,Landsat30-AU-VQA-train
What is the spatial relationship between cultivated fields and natural terrestrial vegetation in the image?,6,1,Landsat30-AU-VQA-train
What is the spatial relationship between the water body and the coastal sand in the image?,1,1,Landsat30-AU-VQA-train
Where is the main urban fabric located relative to the cropland fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the fields and the urban area in the image?,1,1,Landsat30-AU-VQA-train
How is the bare surface distributed in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the vegetated areas and the bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
Which best describes the main landscape type in the upper left part of the image?,1,1,Landsat30-AU-VQA-train
How many open pit mines can be identified in the lower right corner of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridor and the vegetated zones?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the lake and the cropland in the image?,1,1,Landsat30-AU-VQA-train
What type of land-cover is predominantly shown in the image?,1,1,Landsat30-AU-VQA-train
How many small towns are visible in the image?,4,1,Landsat30-AU-VQA-train
What type of scene is primarily depicted in this image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridor and the bare surfaces?,3,1,Landsat30-AU-VQA-train
What is the spatial relation between the cloud and the natural terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between cropland and natural bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
How many distinct agricultural fields can be identified in the image?,3,1,Landsat30-AU-VQA-train
What is the spatial relation between the bare or fallow areas and the cultivated fields?,1,1,Landsat30-AU-VQA-train
Which type of land cover dominates the scene in the image?,27,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland fields and the natural bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridor and the bare areas?,1,1,Landsat30-AU-VQA-train
Which type of landscape is most prominently depicted in this image?,4,1,Landsat30-AU-VQA-train
Which of the following water features is visible in the image?,1,1,Landsat30-AU-VQA-train
How many airports can be seen in the left side of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the natural terrestrial vegetation in the image?,7,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated fields and the natural terrestrial vegetation?,3,1,Landsat30-AU-VQA-train
Which of the following objects is visible in the centre part of the image?,5,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland and the reflective structures in the image?,1,1,Landsat30-AU-VQA-train
How many distinct shadow patches are visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct river corridors can be observed in the image?,3,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland fields and the natural bare surfaces?,3,1,Landsat30-AU-VQA-train
Which type of landscape is most prominently featured in this image?,2,1,Landsat30-AU-VQA-train
What is the spatial relation between the bare surface and the soil in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects from the list is clearly present in the image?,5,1,Landsat30-AU-VQA-train
How many distinct towns can be observed in the image?,4,1,Landsat30-AU-VQA-train
How many airports can be seen in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relation between the largest dry water body and the surrounding cropland?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the urban area and the river?,1,1,Landsat30-AU-VQA-train
Which of the following is visible in the image?,11,1,Landsat30-AU-VQA-train
What is the spatial relationship between the coastline and the ocean in this image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare surface and vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the water body and the cropland in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the bare ground and the water in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the agricultural fields and the river in the image?,3,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridor and the cropland?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies (such as rivers or streams) are visible in the image?,1,1,Landsat30-AU-VQA-train
How many major drainage lines can be seen crossing the image?,1,1,Landsat30-AU-VQA-train
How many distinct open pit mines can be observed in the image?,5,1,Landsat30-AU-VQA-train
What is the spatial relation between the ocean and the bare surface in the image?,1,1,Landsat30-AU-VQA-train
How many distinct rivers can be observed in the image?,9,1,Landsat30-AU-VQA-train
How many main river branches can be seen in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be seen in the bottom part of the image?,1,1,Landsat30-AU-VQA-train
How many circular crater-like depressions can be seen in the image?,1,1,Landsat30-AU-VQA-train
What type of landscape is primarily visible in this image?,12,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland fields and the field boundaries?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the natural terrestrial vegetation?,8,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the vegetated areas in the image?,2,1,Landsat30-AU-VQA-train
Which of the following features is visible in the upper part of the image?,3,1,Landsat30-AU-VQA-train
What type of environment is primarily depicted in the image?,4,1,Landsat30-AU-VQA-train
How many distinct dried-up riverbeds can be identified in the upper left part of the image?,1,1,Landsat30-AU-VQA-train
How many complete green circular irrigated fields are visible in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare surfaces and the fields in the image?,1,1,Landsat30-AU-VQA-train
seHow many distinct settlements are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland fields and the river?,4,1,Landsat30-AU-VQA-train
Where is the riparian vegetation located relative to the erosion gully?,1,1,Landsat30-AU-VQA-train
What is the relationship between the cropland fields and the road corridors in the image?,1,1,Landsat30-AU-VQA-train
How many distinct cloud shadows are visible in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relation between the airport or industrial complex and the nearby water body?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridors and the natural bare surfaces in the image?,2,1,Landsat30-AU-VQA-train
How many complete distinct circular irrigated fields can be seen in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies (excludes river) are visible in the lower right corner of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the urban area and the river in the image?,2,1,Landsat30-AU-VQA-train
How many clearly visible road corridors cross the image horizontally in the upper part of the image?,1,1,Landsat30-AU-VQA-train
How many lakes or ponds are visible in the bottom right corner of the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be seen in the bottom left part of the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the natural bare surface and the desert landscape in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the road corridor in the image?,5,1,Landsat30-AU-VQA-train
What is the spatial relationship between the linear track and the bare ground in the image?,1,1,Landsat30-AU-VQA-train
How many complete green irrigated circles can be observed in the image?,3,1,Landsat30-AU-VQA-train
How many airstrips are visible in the image?,5,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the bare ground in the image?,7,1,Landsat30-AU-VQA-train
How many road corridors are visible in the image?,6,1,Landsat30-AU-VQA-train
What is the spatial relation between the rectangular fields and the water body in the image?,1,1,Landsat30-AU-VQA-train
What is the predominant type of landscape visible in the image?,3,1,Landsat30-AU-VQA-train
How many road corridors are visible crossing the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the water body and the beach in the image?,2,1,Landsat30-AU-VQA-train
How many distinct complete islands can be seen in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the natural bare surfaces and the patches of natural terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies can be observed in the image?,12,1,Landsat30-AU-VQA-train
Which of the following objects is clearly visible along the upper edge of the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be identified in the lower part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the dam and the river in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is visible in the bottom left of the image?,2,1,Landsat30-AU-VQA-train
